channel,incremental_sales,spend,ROI
calls,6165.238276658345,7968.0,0.7737497837171617
media_spend,6059.648772243144,28912.0,0.2095894013642482
impressions,1907.1988014653368,10074.231639668495,0.1893145670738315
email_open,567.7615113510276,2048.9849356967097,0.27709403883829603
