NPI,YM_Date,sales,Units,Digital RX impressions,AMOUNT_SPENT_USD,REACH,LINK_CLICKS,IMPRESSIONS,HCP Interactioncs (Imperssion),VUMEDI Data,Call Activity,EMAIL_OPEN_COUNT,EMAIL_CLICK_COUNT
1720056823,01-02-2024,2,30,3,0,0,0,0,0,0,0,0,0
1720059751,01-02-2024,1,30,1,0,0,0,0,0,0,1,0,0
1720070386,01-02-2024,1,30,1,0,0,0,0,0,0,0,0,0
1720076284,01-02-2024,1,30,3,0,0,0,0,0,0,0,0,0
1720126170,01-02-2024,7,30,3,0,0,0,0,0,0,1,0,0
1720164692,01-02-2024,2,30,29,0,0,0,0,0,0,0,0,0
1720170301,01-02-2024,1.244444444,56,23,0,0,0,0,0,0,1,0,0
1720174055,01-02-2024,3,30,46,0,0,0,0,0,0,0,0,0
1720193006,01-02-2024,2,30,0,0,0,0,0,0,0,1,0,0
1720193006,01-02-2024,2,90,0,0,0,0,0,0,0,1,0,0
1720221153,01-02-2024,1,30,1,0,0,0,0,0,0,0,0,0
1720365760,01-02-2024,2,30,0,0,0,0,0,0,0,1,0,0
1720423882,01-02-2024,1,30,1,0,0,0,0,0,0,0,0,0
1720564974,01-02-2024,1,30,0,0,0,0,0,0,0,0,0,0
1720645393,01-02-2024,1,30,0,0,0,0,0,0,0,0,0,0
1730110768,01-02-2024,2.666666667,120,3,0,0,0,0,0,0,1,0,0
1730181348,01-02-2024,1,15,0,0,0,0,0,0,0,0,2,0
1730182965,01-02-2024,3,30,60,0,0,0,0,0,0,0,0,0
1730185935,01-02-2024,2,30,3,0,0,0,0,0,0,0,0,0
1730192907,01-02-2024,2,15,3,0,0,0,0,0,0,0,0,0
1730285990,01-02-2024,4,30,3,2,427,2,518,0,0,0,0,0
1730285990,01-02-2024,4,30,3,0,0,0,0,0,0,0,0,0
1730352014,01-02-2024,2,30,1,0,0,0,0,0,0,1,0,0
1730422015,01-02-2024,0.666666667,60,3,2,427,2,518,0,0,0,0,0
1730442880,01-02-2024,1,30,0,0,0,0,0,0,0,0,0,0
1730451089,01-02-2024,2,30,1,0,0,0,0,0,0,0,0,0
1730495342,01-02-2024,1,30,0,0,0,0,0,0,0,0,0,0
1730520776,01-02-2024,1,30,1,0,0,0,0,0,0,0,1,0
1730543539,01-02-2024,1.666666667,30,0,0,0,0,0,0,0,1,0,0
1730543539,01-02-2024,1.666666667,60,0,0,0,0,0,0,0,1,0,0
1740207323,01-02-2024,1,30,0,0,0,0,0,0,0,1,0,0
1740237692,01-02-2024,1,30,1,0,0,0,0,0,0,0,0,0
1740251933,01-02-2024,1,30,56,0,0,0,0,0,0,0,0,0
1740261262,01-02-2024,2,30,46,0,0,0,0,0,0,0,0,0
1740287978,01-02-2024,1,30,3,0,0,0,0,0,0,0,0,0
1740315654,01-02-2024,1,30,1,0,0,0,0,0,0,1,0,0
1740466564,01-02-2024,1,30,0,0,0,0,0,0,0,0,0,0
1740496850,01-02-2024,1,90,1,0,0,0,0,0,0,1,0,0
1740896133,01-02-2024,1,30,0,0,0,0,0,0,0,0,0,0
1750313631,01-02-2024,1,30,0,0,0,0,0,0,0,1,0,0
1750342457,01-02-2024,1,30,1,0,0,0,0,0,0,0,0,0
1750346698,01-02-2024,2,30,1,0,0,0,0,0,0,0,0,0
1750357299,01-02-2024,1,30,3,0,0,0,0,0,0,1,0,0
1750381513,01-02-2024,1,30,0,0,0,0,0,0,0,0,0,0
1750389243,01-02-2024,1,90,27,0,0,0,0,0,0,0,0,0
1750392908,01-02-2024,1,30,1,2,427,2,518,0,0,1,0,0
1750394805,01-02-2024,1,30,1,0,0,0,0,0,0,0,0,0
1750497863,01-02-2024,1,30,0,0,0,0,0,0,0,0,0,0
1750565529,01-02-2024,1,30,0,0,0,0,0,0,0,0,0,0
1750589701,01-02-2024,1,30,23,0,0,0,0,0,0,1,0,0
1750644241,01-02-2024,1,30,28,0,0,0,0,0,0,0,0,0
1750689378,01-02-2024,1,30,1,0,0,0,0,0,0,1,0,0
1750709739,01-02-2024,1,30,0,0,0,0,0,0,0,1,0,0
1750843199,01-02-2024,1,90,0,0,0,0,0,0,0,0,0,0
1760074470,01-02-2024,2,30,0,0,0,0,0,0,0,0,0,0
1760422117,01-02-2024,1,30,1,0,0,0,0,0,0,0,0,0
1760425664,01-02-2024,2,30,3,0,0,0,0,0,0,0,0,0
1760425664,01-02-2024,2,90,3,0,0,0,0,0,0,0,0,0
1760437925,01-02-2024,2,30,1,0,0,0,0,0,0,0,0,0
1760450043,01-02-2024,1,30,0,0,0,0,0,0,0,0,0,0
1760458103,01-02-2024,1,30,1,0,0,0,0,0,0,1,0,0
1760460505,01-02-2024,1,30,25,0,0,0,0,0,0,0,2,1
1760469407,01-02-2024,2,30,1,0,0,0,0,0,0,0,0,0
1760533400,01-02-2024,1,30,0,0,0,0,0,0,0,0,0,0
1760697171,01-02-2024,2,30,29,0,0,0,0,0,0,1,0,0
1760739296,01-02-2024,1,30,0,0,0,0,0,0,0,0,0,0
1760778526,01-02-2024,4,30,1,2,427,2,518,0,0,1,0,0
1760778526,01-02-2024,4,30,1,0,0,0,0,0,0,1,0,0
1760793368,01-02-2024,1,30,1,0,0,0,0,0,0,0,0,0
1760795660,01-02-2024,1,15,1,2,427,2,518,0,0,0,0,0
1760795660,01-02-2024,1,15,1,0,0,0,0,0,0,0,0,0
1760800858,01-02-2024,1,30,3,0,0,0,0,0,0,0,0,0
1770002032,01-02-2024,1,30,0,0,0,0,0,0,0,0,0,0
1770524753,01-02-2024,1,30,30,2,427,2,518,0,0,0,0,0
1770550998,01-02-2024,1,30,23,0,0,0,0,0,0,0,0,0
1770553349,01-02-2024,2,30,1,0,0,0,0,0,0,0,0,0
1770572257,01-02-2024,3,30,1,2,427,2,518,0,4,1,0,0
1770572257,01-02-2024,3,30,1,0,0,0,0,0,4,1,0,0
1770580037,01-02-2024,1,30,1,0,0,0,0,0,0,0,0,0
1770621575,01-02-2024,1,30,8,0,0,0,0,0,0,0,0,0
1770733073,01-02-2024,1,30,3,0,0,0,0,0,0,1,0,0
1770746257,01-02-2024,2,30,0,0,0,0,0,0,0,0,0,0
1770758617,01-02-2024,1,30,1,0,0,0,0,0,0,1,0,0
1770843054,01-02-2024,1,90,1,0,0,0,0,0,0,0,0,0
1770870289,01-02-2024,1,30,46,0,0,0,0,0,0,1,0,0
1770873986,01-02-2024,3,30,1,0,0,0,0,0,0,0,0,0
1770897548,01-02-2024,1,30,0,0,0,0,0,0,0,0,0,0
1780236786,01-02-2024,1,30,0,0,0,0,0,0,0,0,0,0
1780605576,01-02-2024,2,30,3,0,0,0,0,0,0,1,0,0
1780612333,01-02-2024,1,30,1,0,0,0,0,0,0,0,0,0
1780625376,01-02-2024,1,30,1,0,0,0,0,0,0,0,0,0
1780632828,01-02-2024,1,30,1,0,0,0,0,0,0,0,0,0
1780673665,01-02-2024,1,30,3,0,0,0,0,0,0,0,0,0
1780710889,01-02-2024,1,30,0,0,0,0,0,0,0,1,0,0
1780731596,01-02-2024,2,30,0,0,0,0,0,0,0,0,0,0
1780771824,01-02-2024,4,30,1,0,0,0,0,0,0,0,0,0
1780774091,01-02-2024,1,30,0,0,0,0,0,0,0,0,0,0
1780784645,01-02-2024,1,30,31,0,0,0,0,0,0,0,0,0
1780798462,01-02-2024,1,30,1,0,0,0,0,0,0,0,0,0
1780827857,01-02-2024,1,30,0,0,0,0,0,0,0,0,0,0
1790180040,01-02-2024,1,30,33,0,0,0,0,0,0,0,0,0
1790190429,01-02-2024,1,15,0,0,0,0,0,0,0,0,0,0
1790313047,01-02-2024,1,30,0,0,0,0,0,0,0,1,0,0
1790709301,01-02-2024,1,30,1,0,0,0,0,0,0,0,0,0
1790716926,01-02-2024,0.933333333,14,3,0,0,0,0,0,0,1,0,0
1790717510,01-02-2024,1,30,56,0,0,0,0,0,0,0,0,0
1790722742,01-02-2024,1,30,0,0,0,0,0,0,0,0,0,0
1790723328,01-02-2024,2,30,7,0,0,0,0,0,0,1,0,0
1790726255,01-02-2024,3,30,1,0,0,0,0,0,0,0,0,0
1790763985,01-02-2024,1,30,3,0,0,0,0,0,0,0,0,0
1790774131,01-02-2024,1,30,16,0,0,0,0,0,0,0,0,0
1790787232,01-02-2024,1,30,0,0,0,0,0,0,0,0,0,0
1790870178,01-02-2024,2,30,0,0,0,0,0,0,0,1,0,0
1790940385,01-02-2024,1,30,27,0,0,0,0,0,0,0,0,0
1790970069,01-02-2024,1,30,1,0,0,0,0,0,0,0,0,0
1801056296,01-02-2024,1,30,55,0,0,0,0,0,0,0,0,0
1801074182,01-02-2024,1,30,3,0,0,0,0,0,0,1,0,0
1801074455,01-02-2024,1,90,35,0,0,0,0,0,0,0,0,0
1801106331,01-02-2024,1,30,0,0,0,0,0,0,0,0,0,0
1801116462,01-02-2024,1,30,1,0,0,0,0,0,0,1,0,0
1801158852,01-02-2024,1,30,1,0,0,0,0,0,0,0,1,0
1801241989,01-02-2024,1,30,0,0,0,0,0,0,0,0,0,0
1801244074,01-02-2024,1,30,0,0,0,0,0,0,0,0,0,0
1801270574,01-02-2024,1,30,22,0,0,0,0,0,0,0,0,0
1801507116,01-02-2024,1,30,0,0,0,0,0,0,0,0,0,0
1801825781,01-02-2024,1,30,1,0,0,0,0,0,0,1,0,0
1801829635,01-02-2024,1,30,1,0,0,0,0,0,0,1,0,0
1801876081,01-02-2024,2,30,1,0,0,0,0,0,0,1,0,0
1801887286,01-02-2024,4,30,3,0,0,0,0,0,0,0,0,0
1801888482,01-02-2024,1,30,14,0,0,0,0,0,0,0,0,0
1801890280,01-02-2024,2,30,41,0,0,0,0,0,0,1,0,0
1801919550,01-02-2024,1.666666667,60,1,0,0,0,0,0,0,0,0,0
1801919550,01-02-2024,1.666666667,30,1,0,0,0,0,0,0,0,0,0
1801993811,01-02-2024,1,30,1,0,0,0,0,0,0,0,0,0
1801995410,01-02-2024,1,30,0,0,0,0,0,0,0,0,0,0
1811024326,01-02-2024,1,15,3,0,0,0,0,0,0,0,0,0
1811047905,01-02-2024,1,30,1,2,427,2,518,0,0,0,0,0
1811077225,01-02-2024,1,30,0,0,0,0,0,0,0,1,0,0
1811124365,01-02-2024,1,90,0,0,0,0,0,0,0,0,0,0
1811187909,01-02-2024,1,90,3,0,0,0,0,0,0,0,0,0
1811254485,01-02-2024,1,30,1,0,0,0,0,0,0,0,0,0
1811296668,01-02-2024,1,30,1,0,0,0,0,0,0,0,0,0
1811316714,01-02-2024,1,30,1,0,0,0,0,0,0,0,0,0
1811365539,01-02-2024,1,30,0,0,0,0,0,0,0,0,0,0
1811668627,01-02-2024,1,30,0,0,0,0,0,0,0,0,0,0
1811925050,01-02-2024,3,30,0,0,0,0,0,0,0,0,0,0
1811948318,01-02-2024,5.5,15,1,0,0,0,0,0,0,1,0,0
1811948318,01-02-2024,5.5,30,1,0,0,0,0,0,0,1,0,0
1811953433,01-02-2024,1,15,3,0,0,0,0,0,0,1,0,0
1811967243,01-02-2024,1,30,1,0,0,0,0,0,0,0,0,0
1821058496,01-02-2024,2,30,1,0,0,0,0,0,0,0,0,0
1821070418,01-02-2024,2,30,1,0,0,0,0,0,0,0,0,0
1821075086,01-02-2024,1,30,0,0,0,0,0,0,0,0,0,0
1821097072,01-02-2024,1,30,0,0,0,0,0,0,0,0,0,0
1821189580,01-02-2024,1,30,24,0,0,0,0,0,0,0,0,0
1821230855,01-02-2024,1,30,0,0,0,0,0,0,0,0,0,0
1821238783,01-02-2024,2,30,46,0,0,0,0,0,0,0,0,0
1821270703,01-02-2024,1,30,1,0,0,0,0,0,0,0,0,0
1821292160,01-02-2024,1,30,0,2,427,2,518,0,0,0,0,0
1821389248,01-02-2024,1.333333333,120,1,0,0,0,0,0,0,0,0,0
1821475138,01-02-2024,2,30,0,0,0,0,0,0,193,0,0,0
1821601279,01-02-2024,1,90,0,0,0,0,0,0,0,0,0,0
1821639923,01-02-2024,0.933333333,28,26,2,427,2,518,0,0,0,0,0
1831137405,01-02-2024,3,30,4,0,0,0,0,0,0,1,0,0
1831154731,01-02-2024,0.666666667,60,1,0,0,0,0,0,0,0,0,0
1831159441,01-02-2024,1,30,1,0,0,0,0,0,0,0,0,0
1831186162,01-02-2024,1,30,1,0,0,0,0,0,0,0,0,0
1831187947,01-02-2024,1.333333333,120,1,0,0,0,0,0,0,0,0,0
1831191246,01-02-2024,1,30,0,0,0,0,0,0,0,0,0,0
1831300805,01-02-2024,2,30,0,0,0,0,0,0,0,1,0,0
1831335157,01-02-2024,1,30,3,0,0,0,0,0,0,1,0,0
1831345818,01-02-2024,0.5,45,19,2,427,2,518,0,0,0,0,0
1831346907,01-02-2024,1,30,1,0,0,0,0,0,0,0,0,0
1831358076,01-02-2024,2,30,56,0,0,0,0,0,0,0,0,0
1831398551,01-02-2024,2,30,1,0,0,0,0,0,0,1,0,0
1831406909,01-02-2024,1,30,1,0,0,0,0,0,0,0,0,0
1831423938,01-02-2024,1,30,0,0,0,0,0,0,0,1,0,0
1831464130,01-02-2024,1,30,22,0,0,0,0,0,0,0,0,0
1831558329,01-02-2024,1,30,0,0,0,0,0,0,0,1,0,0
1831683002,01-02-2024,1,30,0,0,0,0,0,0,0,0,0,0
1841220225,01-02-2024,2.933333333,30,1,0,0,0,0,0,0,0,0,0
1841220225,01-02-2024,2.933333333,90,1,0,0,0,0,0,0,0,0,0
1841220225,01-02-2024,2.933333333,28,1,0,0,0,0,0,0,0,0,0
1841235439,01-02-2024,7,30,1,2,427,2,518,0,0,0,0,0
1841235439,01-02-2024,7,90,1,0,0,0,0,0,0,0,0,0
1841235439,01-02-2024,7,30,1,0,0,0,0,0,0,0,0,0
1841254083,01-02-2024,1,30,1,0,0,0,0,0,0,0,0,0
1841254406,01-02-2024,1,30,3,0,0,0,0,0,0,0,0,0
1841254521,01-02-2024,1,30,27,0,0,0,0,0,0,1,0,0
1841274164,01-02-2024,1,30,15,0,0,0,0,0,0,1,0,0
1841296746,01-02-2024,1,30,0,0,0,0,0,0,0,1,0,0
1841298387,01-02-2024,1,30,0,0,0,0,0,0,0,1,0,0
1841302593,01-02-2024,4,30,0,2,427,2,518,0,0,0,0,0
1841302593,01-02-2024,4,30,0,0,0,0,0,0,0,0,0,0
1841347655,01-02-2024,1,30,1,0,0,0,0,0,0,0,0,0
1841364908,01-02-2024,1,30,3,0,0,0,0,0,0,0,0,0
1841424892,01-02-2024,1,30,0,0,0,0,0,0,0,0,0,0
1841460193,01-02-2024,1,30,0,0,0,0,0,0,0,1,0,0
1841482270,01-02-2024,1,30,6,0,0,0,0,0,0,0,0,0
1841494432,01-02-2024,3,30,1,0,0,0,0,0,0,0,0,0
1841502275,01-02-2024,2,30,26,0,0,0,0,0,0,0,0,0
1841502275,01-02-2024,2,90,26,0,0,0,0,0,0,0,0,0
1841545423,01-02-2024,2,30,1,0,0,0,0,0,0,0,0,0
1841562113,01-02-2024,1.333333333,120,0,0,0,0,0,0,0,0,0,0
1851301220,01-02-2024,1,90,0,0,0,0,0,0,0,0,0,0
1851348700,01-02-2024,1,30,41,0,0,0,0,0,0,0,0,0
1851374292,01-02-2024,1,30,1,0,0,0,0,0,0,1,0,0
1851377196,01-02-2024,1,30,1,0,0,0,0,0,0,0,0,0
1851381487,01-02-2024,1,30,33,0,0,0,0,0,0,1,0,0
1851388672,01-02-2024,0.666666667,60,0,0,0,0,0,0,0,0,0,0
1851396295,01-02-2024,2,30,0,0,0,0,0,0,0,0,0,0
1851412555,01-02-2024,1,30,1,0,0,0,0,0,0,0,0,0
1851496061,01-02-2024,1,30,1,0,0,0,0,0,0,0,1,0
1851559777,01-02-2024,1,30,1,0,0,0,0,0,0,0,0,0
1851564207,01-02-2024,2,90,3,0,0,0,0,0,0,0,0,0
1851564207,01-02-2024,2,30,3,0,0,0,0,0,0,0,0,0
1851610091,01-02-2024,2,30,1,2,427,2,518,0,0,0,0,0
1851610091,01-02-2024,2,30,1,0,0,0,0,0,0,0,0,0
1851638357,01-02-2024,1,30,3,0,0,0,0,0,0,0,0,0
1851663157,01-02-2024,1,30,0,0,0,0,0,0,0,0,0,0
1851697536,01-02-2024,1,30,7,0,0,0,0,0,0,0,0,0
1851766588,01-02-2024,0.666666667,60,0,0,0,0,0,0,0,0,0,0
1851823314,01-02-2024,1,30,0,0,0,0,0,0,0,0,0,0
1851840870,01-02-2024,1,30,0,2,427,2,518,0,0,1,0,0
1851841845,01-02-2024,1,30,0,2,427,2,518,0,0,0,0,0
1851948442,01-02-2024,1,30,0,0,0,0,0,0,0,0,0,0
1861052565,01-02-2024,1,30,0,2,427,2,518,0,0,0,0,0
1861414278,01-02-2024,1,30,0,0,0,0,0,0,0,0,0,0
1861420291,01-02-2024,1,30,1,0,0,0,0,0,0,0,0,0
1861422982,01-02-2024,1,30,1,0,0,0,0,0,0,0,1,0
1861451122,01-02-2024,3,30,0,0,0,0,0,0,0,0,0,0
1861463275,01-02-2024,1,30,3,0,0,0,0,0,0,0,0,0
1861463606,01-02-2024,1,30,1,0,0,0,0,0,0,0,0,0
1861482853,01-02-2024,1,30,3,0,0,0,0,0,0,0,0,0
1861505232,01-02-2024,2,30,1,0,0,0,0,0,0,0,0,0
1861574576,01-02-2024,1,30,1,0,0,0,0,0,0,0,0,0
1861592016,01-02-2024,1,30,3,0,0,0,0,0,0,1,0,0
1861683450,01-02-2024,2,30,1,0,0,0,0,0,0,0,0,0
1861688988,01-02-2024,1,30,24,0,0,0,0,0,0,1,0,0
1861706939,01-02-2024,1,30,3,0,0,0,0,0,0,0,0,0
1861719551,01-02-2024,3,90,1,0,0,0,0,0,0,0,0,0
1861814386,01-02-2024,1,30,0,0,0,0,0,0,0,0,0,0
1861995391,01-02-2024,1,30,0,0,0,0,0,0,0,0,0,0
1871544619,01-02-2024,1,30,1,0,0,0,0,0,0,0,0,0
1871565036,01-02-2024,1,30,3,0,0,0,0,0,1,0,0,0
1871581041,01-02-2024,1,30,1,0,0,0,0,0,0,0,1,0
1871587113,01-02-2024,1,30,29,0,0,0,0,0,0,0,0,0
1871735340,01-02-2024,1,30,3,0,0,0,0,0,0,0,0,0
1871737106,01-02-2024,1,30,3,0,0,0,0,0,0,0,0,0
1871754028,01-02-2024,1,30,0,0,0,0,0,0,0,0,0,0
1871806349,01-02-2024,1,30,3,0,0,0,0,0,0,0,0,0
1871949511,01-02-2024,1,30,0,0,0,0,0,0,0,0,1,0
1871977041,01-02-2024,1,30,0,0,0,0,0,0,0,0,0,0
1881314870,01-02-2024,1,15,0,0,0,0,0,0,0,1,0,0
1881606622,01-02-2024,1,30,0,0,0,0,0,0,0,0,0,0
1881637049,01-02-2024,1,30,0,0,0,0,0,0,0,0,0,0
1881649879,01-02-2024,1,30,0,0,0,0,0,0,0,0,0,0
1881651313,01-02-2024,1,30,29,0,0,0,0,0,0,0,0,0
1881678506,01-02-2024,3,30,3,0,0,0,0,0,0,1,0,0
1881686194,01-02-2024,1,30,1,0,0,0,0,0,0,1,0,0
1881689511,01-02-2024,1,30,1,0,0,0,0,0,184,0,0,0
1881811008,01-02-2024,2,30,1,0,0,0,0,0,0,0,0,0
1881813202,01-02-2024,1,30,1,0,0,0,0,0,0,0,0,0
1881831998,01-02-2024,1,30,1,0,0,0,0,0,0,0,0,0
1881882264,01-02-2024,1,30,0,0,0,0,0,0,0,0,0,0
1881899128,01-02-2024,0.933333333,28,3,0,0,0,0,0,0,1,0,0
1881906311,01-02-2024,1,30,0,0,0,0,0,0,0,0,0,0
1891012738,01-02-2024,2,30,3,0,0,0,0,0,0,0,0,0
1891084000,01-02-2024,1,30,3,0,0,0,0,0,0,1,0,0
1891113759,01-02-2024,1,30,3,0,0,0,0,0,0,0,0,0
1891134466,01-02-2024,1,30,1,0,0,0,0,0,0,0,0,0
1891158176,01-02-2024,1,30,0,0,0,0,0,0,0,0,0,0
1891231973,01-02-2024,2.866666667,28,0,0,0,0,0,0,0,1,0,0
1891231973,01-02-2024,2.866666667,90,0,0,0,0,0,0,0,1,0,0
1891233235,01-02-2024,2,30,0,0,0,0,0,0,0,1,0,0
1891705463,01-02-2024,1.933333333,84,1,0,0,0,0,0,0,1,0,0
1891705463,01-02-2024,1.933333333,30,1,0,0,0,0,0,0,1,0,0
1891711156,01-02-2024,1,30,0,0,0,0,0,0,0,0,0,0
1891714895,01-02-2024,2,30,1,0,0,0,0,0,0,0,0,0
1891730982,01-02-2024,1,30,1,0,0,0,0,0,0,0,0,0
1891749164,01-02-2024,1,30,1,0,0,0,0,0,0,0,0,0
1891770616,01-02-2024,1,30,1,0,0,0,0,0,0,0,0,0
1891780805,01-02-2024,1,30,1,0,0,0,0,0,0,0,0,0
1891798914,01-02-2024,1,90,1,0,0,0,0,0,0,0,0,0
1902026180,01-02-2024,1,30,33,0,0,0,0,0,0,1,0,0
1902055676,01-02-2024,1,30,1,0,0,0,0,0,0,1,0,0
1902068158,01-02-2024,2,30,1,2,427,2,518,0,0,0,0,0
1902068158,01-02-2024,2,30,1,0,0,0,0,0,0,0,0,0
1902192677,01-02-2024,2,30,1,0,0,0,0,0,0,1,0,0
1902199813,01-02-2024,1,30,23,0,0,0,0,0,0,0,0,0
1902852171,01-02-2024,1,30,1,0,0,0,0,0,0,0,0,0
1902853294,01-02-2024,1,30,2,0,0,0,0,0,0,0,0,0
1902854904,01-02-2024,1,30,33,0,0,0,0,0,0,0,0,0
1902855109,01-02-2024,0.666666667,60,33,0,0,0,0,0,0,1,0,0
1902871197,01-02-2024,1,30,0,0,0,0,0,0,0,1,0,0
1902886369,01-02-2024,3,30,2,0,0,0,0,0,0,0,0,0
1902886369,01-02-2024,3,90,2,0,0,0,0,0,0,0,0,0
1902889959,01-02-2024,2,30,1,0,0,0,0,0,0,1,0,0
1912093360,01-02-2024,1,90,1,0,0,0,0,0,0,0,0,0
1912110255,01-02-2024,0.933333333,28,2,0,0,0,0,0,0,0,0,0
1912136763,01-02-2024,2,30,1,0,0,0,0,0,0,0,0,0
1912168535,01-02-2024,1,30,1,0,0,0,0,0,0,1,0,0
1912171034,01-02-2024,1,30,0,0,0,0,0,0,0,1,0,0
1912348665,01-02-2024,0.933333333,28,0,0,0,0,0,0,0,0,0,0
1912351727,01-02-2024,1,30,1,2,427,2,518,0,0,0,0,0
1912482498,01-02-2024,2,30,32,0,0,0,0,0,0,0,0,0
1912510389,01-02-2024,2,30,0,0,0,0,0,0,0,0,0,0
1912662651,01-02-2024,1,30,0,0,0,0,0,0,0,0,0,0
1912903279,01-02-2024,1,30,1,0,0,0,0,0,0,0,0,0
1912949033,01-02-2024,2,30,12,0,0,0,0,0,0,0,0,0
1912949868,01-02-2024,1,30,29,0,0,0,0,0,0,0,0,0
1922001023,01-02-2024,2,30,2,0,0,0,0,0,0,1,1,0
1922001023,01-02-2024,2,90,2,0,0,0,0,0,0,1,1,0
1922001064,01-02-2024,1,30,16,0,0,0,0,0,0,0,0,0
1922001627,01-02-2024,1,30,2,0,0,0,0,0,0,0,0,0
1922018605,01-02-2024,1,90,46,0,0,0,0,0,0,0,0,0
1922034321,01-02-2024,2,30,1,0,0,0,0,0,0,0,0,0
1922055680,01-02-2024,1,30,1,0,0,0,0,0,0,0,0,0
1922076173,01-02-2024,1,30,1,0,0,0,0,0,0,0,0,0
1922172527,01-02-2024,1,30,1,0,0,0,0,0,0,0,0,0
1922214352,01-02-2024,1,30,61,0,0,0,0,0,0,0,0,0
1922242932,01-02-2024,1,30,1,0,0,0,0,0,0,0,1,0
1922288588,01-02-2024,1,30,0,0,0,0,0,0,0,0,0,0
1922363274,01-02-2024,1,30,1,0,0,0,0,0,0,0,0,0
1922386085,01-02-2024,2,90,1,0,0,0,0,0,0,0,0,0
1922386085,01-02-2024,2,30,1,0,0,0,0,0,0,0,0,0
1932128097,01-02-2024,1,30,0,0,0,0,0,0,0,0,0,0
1932128410,01-02-2024,0.666666667,60,1,0,0,0,0,0,0,0,0,0
1932168598,01-02-2024,1,30,1,0,0,0,0,0,0,1,0,0
1932170537,01-02-2024,2,30,1,0,0,0,0,0,0,0,0,0
1932200193,01-02-2024,1,30,17,0,0,0,0,0,0,0,0,0
1932242062,01-02-2024,2,30,0,0,0,0,0,0,0,0,0,0
1932281490,01-02-2024,3.866666667,28,2,2,427,2,518,0,0,0,0,0
1932281490,01-02-2024,3.866666667,30,2,0,0,0,0,0,0,0,0,0
1932281490,01-02-2024,3.866666667,28,2,0,0,0,0,0,0,0,0,0
1932293479,01-02-2024,1,30,1,0,0,0,0,0,0,0,0,0
1932304599,01-02-2024,1,30,22,0,0,0,0,0,0,0,0,0
1932334745,01-02-2024,2,30,0,2,427,2,518,0,0,0,1,0
1932334745,01-02-2024,2,30,0,0,0,0,0,0,0,0,1,0
1932374980,01-02-2024,2,30,1,0,0,0,0,0,0,1,0,0
1932510260,01-02-2024,3,30,33,0,0,0,0,0,0,0,0,0
1932532934,01-02-2024,1,30,31,0,0,0,0,0,0,1,0,0
1932581063,01-02-2024,0.933333333,28,1,0,0,0,0,0,0,0,0,0
1942248901,01-02-2024,1,30,23,0,0,0,0,0,0,0,0,0
1942258116,01-02-2024,1,30,2,0,0,0,0,0,0,0,0,0
1942258751,01-02-2024,1,30,2,0,0,0,0,0,0,0,0,0
1942311386,01-02-2024,1,30,0,2,427,2,518,0,0,0,0,0
1942390869,01-02-2024,2,30,1,0,0,0,0,0,0,1,3,0
1942392899,01-02-2024,1,30,0,0,0,0,0,0,0,0,0,0
1942416524,01-02-2024,2,30,1,0,0,0,0,0,0,1,0,0
1942418744,01-02-2024,1,30,29,0,0,0,0,0,0,0,0,0
1942434212,01-02-2024,1,30,29,2,427,2,518,0,0,0,0,0
1942461132,01-02-2024,1,90,0,0,0,0,0,0,0,0,0,0
1942527908,01-02-2024,1,30,0,0,0,0,0,0,0,0,0,0
1942593876,01-02-2024,2,30,0,0,0,0,0,0,0,1,0,0
1942596366,01-02-2024,1,30,0,0,0,0,0,0,0,1,0,0
1942868476,01-02-2024,1,30,0,0,0,0,0,0,0,0,0,0
1952310237,01-02-2024,1,30,1,0,0,0,0,0,0,1,1,0
1952356933,01-02-2024,3,30,61,0,0,0,0,0,0,0,0,0
1952359549,01-02-2024,1.333333333,120,2,0,0,0,0,0,0,0,0,0
1952370066,01-02-2024,1,30,1,0,0,0,0,0,0,0,0,0
1952372864,01-02-2024,2,30,1,0,0,0,0,0,0,0,0,0
1952393803,01-02-2024,2,30,0,0,0,0,0,0,0,0,0,0
1952423071,01-02-2024,1,30,41,0,0,0,0,0,0,1,0,0
1952497075,01-02-2024,2,30,0,0,0,0,0,0,0,0,0,0
1952509606,01-02-2024,1,30,23,0,0,0,0,0,0,0,0,0
1952563355,01-02-2024,1,30,27,0,0,0,0,0,0,0,0,0
1952568248,01-02-2024,1,30,0,0,0,0,0,0,0,0,0,0
1952585788,01-02-2024,1,30,1,0,0,0,0,0,0,0,0,0
1952720906,01-02-2024,1,30,5,0,0,0,0,0,0,0,0,0
1962458877,01-02-2024,2,30,26,0,0,0,0,0,0,0,0,0
1962469585,01-02-2024,3.333333333,30,33,0,0,0,0,0,0,0,0,0
1962469585,01-02-2024,3.333333333,120,33,0,0,0,0,0,0,0,0,0
1962490631,01-02-2024,2,90,40,0,0,0,0,0,0,0,0,0
1962490631,01-02-2024,2,30,40,0,0,0,0,0,0,0,0,0
1962499806,01-02-2024,1,30,1,0,0,0,0,0,0,0,0,0
1962502013,01-02-2024,1,15,1,0,0,0,0,0,0,0,0,0
1962593731,01-02-2024,1,30,1,0,0,0,0,0,0,0,0,0
1962601047,01-02-2024,1,30,2,0,0,0,0,0,0,1,1,0
1962645911,01-02-2024,1,30,2,0,0,0,0,0,0,1,0,0
1962652487,01-02-2024,1,30,2,0,0,0,0,0,0,1,0,0
