NPI,YM_Date,sales,Units,Digital RX impressions,AMOUNT_SPENT_USD,REACH,LINK_CLICKS,IMPRESSIONS,HCP Interactioncs (Imperssion),VUMEDI Data,Call Activity,EMAIL_OPEN_COUNT,EMAIL_CLICK_COUNT
1043769094,01-05-2023,1,30,0,0,0,0,0,0,0,0,0,0
1053302729,01-05-2023,1,30,0,0,0,0,0,0,0,0,0,0
1053337295,01-05-2023,1,90,0,0,0,0,0,0,0,0,0,0
1053337642,01-05-2023,1,30,0,0,0,0,0,0,0,0,0,0
1053366237,01-05-2023,1,30,0,0,0,0,0,0,0,0,0,0
1053372649,01-05-2023,2,30,0,0,0,0,0,0,0,0,0,0
1053387795,01-05-2023,3,30,0,0,0,0,0,0,0,0,0,0
1053412403,01-05-2023,1.333333333,120,0,0,0,0,0,0,0,0,0,0
1053450767,01-05-2023,2,30,0,19,"2,758",22,"3,065",0,0,0,0,0
1053450767,01-05-2023,2,30,0,0,0,0,0,0,0,0,0,0
1053491027,01-05-2023,1,30,0,0,0,0,0,0,0,1,0,0
1053536508,01-05-2023,4.933333333,30,0,0,0,0,0,0,0,1,0,0
1053536508,01-05-2023,4.933333333,28,0,0,0,0,0,0,0,1,0,0
1053543942,01-05-2023,1,30,0,0,0,0,0,0,0,0,0,0
1053568063,01-05-2023,1,30,0,0,0,0,0,0,0,0,0,0
1053596494,01-05-2023,1,30,0,0,0,0,0,0,0,0,0,0
1053676627,01-05-2023,1,90,0,0,0,0,0,0,0,0,0,0
1053686253,01-05-2023,1,30,0,0,0,0,0,0,0,1,0,0
1053844175,01-05-2023,1,30,0,0,0,0,0,0,0,0,0,0
1053982405,01-05-2023,1,30,0,0,0,0,0,0,0,0,0,0
1063453413,01-05-2023,1,30,0,0,0,0,0,0,0,1,0,0
1063458438,01-05-2023,2,30,0,0,0,0,0,0,0,0,0,0
1063537645,01-05-2023,1,30,0,0,0,0,0,0,0,0,0,0
1063556736,01-05-2023,1,30,0,0,0,0,0,0,0,0,0,0
1063617454,01-05-2023,3,30,0,19,"2,758",22,"3,065",0,0,1,0,0
1063617454,01-05-2023,3,30,0,0,0,0,0,0,0,1,0,0
1063689990,01-05-2023,1,30,0,0,0,0,0,0,0,1,0,0
1063703809,01-05-2023,1,30,0,0,0,0,0,0,0,0,0,0
1063709095,01-05-2023,1,30,0,0,0,0,0,0,0,0,0,0
1063788495,01-05-2023,1,30,0,0,0,0,0,0,0,0,0,0
1063822393,01-05-2023,1,30,0,0,0,0,0,0,0,0,0,0
1063875227,01-05-2023,1,30,0,0,0,0,0,0,0,1,0,0
1063998094,01-05-2023,1,30,0,0,0,0,0,0,0,0,0,0
1073557864,01-05-2023,1,30,0,0,0,0,0,0,0,0,0,0
1073712741,01-05-2023,1,30,0,0,0,0,0,0,0,0,0,0
1073786893,01-05-2023,1,30,0,0,0,0,0,0,0,0,0,0
1073800629,01-05-2023,1,30,0,0,0,0,0,0,0,1,0,0
1073996518,01-05-2023,1,30,0,0,0,0,0,0,0,0,0,0
1083146005,01-05-2023,1,30,0,0,0,0,0,0,0,0,0,0
1083620843,01-05-2023,2,30,0,0,0,0,0,0,0,0,0,0
1083648075,01-05-2023,1.866666667,28,0,0,0,0,0,0,0,1,0,0
